Id,code,Category,Location,sku == Partcode,Costs,RingRoll,RingRollDiameter,Material,Weight,OuterDiameter,InnerDiameter,InnerCompFactor,OuterCompFactor,Viscosity,WallThickness,OrificeSize,ErpID,UnityMeasureType
221,None M6,7,0,M6,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
226,Ball Joint WS2200,7,29,WS2200,0,0,0,NULL,0,0,0,0,22,0,0,0,NULL,0
799,MODEL 6 FRICTION LOCK GAS SPRING NUT,5,130,NUT1506$S$-GFL,0,0,0,,0,15,6,0,10,0,0,0,NULL,0
382,ROD ROD10SSHCP/10mm,3,Rack 1,ROD10SSHCP/10mm,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
801,SEAL061003HECO,6,715,SEAL061003HECO,0,0,0,,0,10,6,0,0,0,0,0,NULL,0
794,PISTON PIS10A8MM,1,213,PIS10A,0,0,0,,0,20,0,8,0,0,0,0.7,NULL,0
470,PSEUDONYM Prefix GS,0,n/a,Prefix GS,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
402,VALVE BLOCK VB102838SS10,8,606,VB102838SS10,0,10.5,0,NULL,0,14,2,0,19.5,0,0,0,NULL,0
493,PSEUDONYM RF 1mm,0,n/a,PSEUDONYM RF 1mm,0,0,0,NULL,0,0,0,1,0,0,0,0,NULL,0
785,SEAL SEAL08S,5,134,SEAL08S,0,0,0,,0,16,8,6,0,0,0,0,NULL,0
503,Ball Joint WS3534,7,5312,WS3534,0,0,0,,0,0,0,0,35,0,0,0,NULL,0
505,Eye Joint AE2700 - Drill 10.2mm,7,35,AE2700-10.2mm,0,0,0,,0,0,0,0,27,0,0,0,NULL,0
800,MODEL 6 FRICTION LOCK GAS SPRING OLIVE,5,131,LIN1006$PEEK$-GFL,0,0,0,,0,10,6,0,4.5,0,0,0,NULL,0
414,PLUNGER PLUN06SS,4,17,PLUN06SS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
796,ROD ROD10SSHCP/M8/15mm,3,RACK 1,ROD ROD10SSHCP,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
518,Ball Joint WE2203 - Cut Down to 20mm,7,6301,WE2203 - Cut Down to 20mm,0,0,0,,0,0,0,0,20,0,0,0,NULL,0
642,Ball Joint WCS2200,,,,,,,,,,,,,,,,,
797,Ball Joint WE2203 - Cut Down to 18mm,7,6301,WE2203 - Cut Down to 18mm,0,0,0,,0,0,0,0,18,0,0,0,NULL,0
315,O-RING VB OR107127N90,4,1,OR107127N90,0,0,0,NULL,0,4,1.07,1.27,0,0,0,0,NULL,0
145,Eye Joint AE401401,7,9031,AE401401,0,0,0,NULL,0,0,0,0,40,0,0,0,NULL,0
161,Eye Joint AS421400,7,5010,AS421400,0,0,0,,0,0,0,0,42,0,0,0,NULL,0
166,Rose Joints ASPE5700,7,184,ASPE5700,0,0,0,NULL,0,0,0,0,57,0,0,0,NULL,0
172,Rose Joints ASPS5700,7,202,ASPS5700,0,0,0,NULL,0,0,0,0,57,0,0,0,NULL,0
183,Fork Joint  GE5500,7,2,GE5500,0,0,0,NULL,0,0,0,0,56,0,0,0,NULL,0
189,Fork Joint  GS5600,7,34,GS5600,0,0,0,NULL,0,0,0,0,56,0,0,0,NULL,0
208,Ball Joint WE4500,7,84,WE4500,0,0,0,NULL,0,0,0,0,45,0,0,0,NULL,0
416,VALVE PLUG PLUG06A,4,7,PLUG06A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
508,SAFETY STAY NUT MOD8SSN,6,126,MOD8SSN,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
409,VALVE BLOCK VB06CS,8,15,VB06CS,0,0,0,NULL,0,13,2,9.5,0,0,0,0,NULL,0
611,SEAL SEAL08V,5,103,SEAL08V,0,0,0,,0,16,8,6,0,0,0,0,NULL,0
538,O-RING VB VITON OR107127V75,4,1,OR107127V75,0,0,0,,0,4,1.07,1.27,0,0,0,0,NULL,0
612,O-RING OR081315V,4,101,OR081315V,0,0,0,,0,16,13,1.5,0,0,0,0,NULL,0
627,Ball Cup WCS1800,7,5303,WCS1800,0,0,0,,0,0,0,0,18,0,0,0,NULL,0
786,ROD ROD08CSHCP/M8-11MM,3,RACK 1,ROD08CSHCP,0,0,0,,0,8,0,0,0,0,0,0,NULL,0
480,PSEUDONYM Prefix GE,0,n/a,Prefix GE,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
400,VALVE BLOCK VB10SS08,8,215,VB10SS08,0,0,0,,0,20,2,16,0,0,0,0,NULL,0
134,Eye Joint AE15121,7,9032,AE15121,0,0,0,NULL,0,0,0,0,15,0,0,0,NULL,0
512,WELDED EYE END AB16,7,0,WELDED-AB16,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
528,WS3000 - 2.5mm cut down,7,0,WS3000 - 2.5mm cut down,0,0,0,,0,0,0,0,27.5,0,0,0,NULL,0
542,Fork Joint GE3201-M10,7,6202,Modified GE3201-M10,0,0,0,,0,0,0,0,32,0,0,0,NULL,0
591,Eye Joint AS2700 Cut Down to 20mm,7,17,AS2700-20mm,0,0,0,,0,0,0,0,20,0,0,0,NULL,0
635,EYE JOINT AS1900 TAP M10,7,24,AS1900 TAP M10,0,0,0,,0,0,0,0,19,0,0,0,NULL,0
802,GLOS10-23 LOCKING SLEEVE ROCKER M8,6,246,LO230816S4M8-ROCK,0,0,0,,0,28,8,0,16,0,0,0,NULL,0
804,GLOS10-23 LOCKING SLEEVE TUBE,10,RACK 2,TUB14SS,0,0,0,,0,28,24,0,0,0,0,0,NULL,0
803,GLOS10-23 LOCKING SLEEVE ROCKER M10,6,247,LO230816S4M10-ROCK,0,0,0,,0,28,8,0,16,0,0,0,NULL,0
